variant,time_s,soc_experiment,soc_model_average,soc_model_surface,voltage_sim_V,voltage_exp_V
A5_geom_only,2490.0200000000004,0.015409477417515085,0.014922261973764131,0.015009151763081967,0.6711992173696153,0.4996780455
A5_geom_only,2570.0200000000004,0.015904562243614,0.015359059488498247,0.015446372344272492,0.6634677543491637,0.4959340394
A5_geom_only,2650.0200000000004,0.01639964277963343,0.015795850947847797,0.015883590361164174,0.6559114191900891,0.4867072403
A5_geom_only,2730.0200000000004,0.01689472331565286,0.01623265048316259,0.016320822056420388,0.6485188947500254,0.4815661311
A5_geom_only,2810.0200000000004,0.017389810286791523,0.016669457991011504,0.016758060853722202,0.6412808076104449,0.476505816
A5_geom_only,2900.0200000000004,0.01794677729302688,0.0171608591693695,0.017249947227132797,0.6333123626478572,0.4692625701
A5_geom_only,2980.0200000000004,0.01844185446848404,0.017597653151983843,0.01768717616068919,0.626376113249882,0.4660723209
A5_geom_only,3060.0200000000004,0.01893693557651406,0.018034446630159517,0.018124407436563624,0.6195712763585333,0.460134387
A5_geom_only,3140.0200000000004,0.0194320123944646,0.01847124515568769,0.018561647442528383,0.6128920808857574,0.4541868269
A5_geom_only,3220.0200000000004,0.019927094217507872,0.018908041660718262,0.018998883566089992,0.6063337770415173,0.447776705
A5_geom_only,3300.0200000000004,0.02042217167897033,0.01934483968222404,0.019436128350870864,0.5998915362824707,0.4395098388
A5_geom_only,3380.0200000000004,0.02091725621906395,0.019781639215209264,0.019873371943159995,0.5935616429932512,0.4424072802
A5_geom_only,3460.0200000000004,0.02141233961513637,0.02021843673148851,0.020310619183688466,0.5873402462382953,0.4307900965
A5_geom_only,3540.0200000000004,0.021907424798741918,0.02065523273180873,0.020747863581033303,0.5812242656361041,0.4274761081
A5_geom_only,3620.0200000000004,0.022402503690230873,0.021092022677215036,0.02118510587199838,0.5752105936756197,0.4299539924
A5_geom_only,3700.0200000000004,0.022897589517348344,0.021528819184624362,0.021622359751637843,0.5692962930901437,0.4335489273
A5_geom_only,3780.0200000000004,0.023392671125887637,0.02196562427054202,0.022059622970525848,0.5634789291203744,0.4246298075
A5_geom_only,3870.0200000000004,0.02394963748861107,0.02245702601643175,0.022551539412392588,0.5570475754407775,0.415821135
A5_geom_only,3950.0200000000004,0.024444719669160963,0.02289382403699242,0.02298879970601192,0.5514288705010582,0.4138354063
A5_geom_only,4030.0200000000004,0.02493980106319629,0.02333062861882814,0.023426070151631458,0.5459002482784407,0.4058539569
A5_geom_only,4110.02,0.025434880669698498,0.02376743649136929,0.023863344083000722,0.54045993597716,0.4021841586
A5_geom_only,4190.02,0.025929960490704673,0.02420423400463048,0.024300606171950005,0.5351063388927694,0.3968651593
A5_geom_only,4270.02,0.02642503616463401,0.02464102647445005,0.02473787064257805,0.5298374576651006,0.3929478228
A5_geom_only,4350.02,0.026920115628133564,0.02507782752356315,0.025175146542260968,0.5246516398255126,0.3930775225
A5_geom_only,4430.02,0.027415198237691417,0.02551462857072636,0.025612421418740268,0.5195475225978221,0.3905410767
A5_geom_only,4510.02,0.027910277558188323,0.02595142154314749,0.026049690077004067,0.5145236356727005,0.3877637386
A5_geom_only,4590.02,0.0284053576651998,0.0263882119936073,0.026486960761640827,0.5095784249702943,0.383942008
A5_geom_only,4670.02,0.028900437915213927,0.02682501052010285,0.026924244184703475,0.5047103967015774,0.3803055882
A5_geom_only,4750.02,0.02939551837973203,0.027261811567184033,0.02736152842026781,0.49991843047775913,0.3777624667
A5_geom_only,4840.02,0.02995248374143691,0.027753211043719535,0.027853476511560834,0.49461665673703153,0.3746826947
A5_geom_only,4920.02,0.030447564563461635,0.028190009567541505,0.028290763179992216,0.48998195814358714,0.3693726361
A5_geom_only,5000.02,0.030942645528489007,0.0286268080933353,0.028728054753744205,0.48541927653216255,0.3649638593
A5_geom_only,5080.02,0.031437728567054804,0.029063605102671367,0.02916534405438663,0.4809275777649562,0.3630107641
A5_geom_only,5160.02,0.03193280745854376,0.029500397066758045,0.0296026322557875,0.47650562778006833,0.3610332012
A5_geom_only,5240.02,0.032427887780059214,0.029937195088697466,0.030039931758442225,0.472152170307734,0.3588910401
A5_geom_only,5320.02,0.03292296867358526,0.030373996843487322,0.030477234365479465,0.4678662529607612,0.3554525375
A5_geom_only,5400.02,0.03341805414319611,0.030810789814718176,0.03091452795135731,0.46364689811190957,0.3534475565
A5_geom_only,5480.02,0.033913133249189036,0.031247583295212752,0.03135183040133456,0.45949278378453257,0.3494427502
A5_geom_only,5560.02,0.03440821085365414,0.031684376266034285,0.03178912899641379,0.4554031350018137,0.3471724391
A5_geom_only,5640.02,0.034903289888145755,0.03212116722277108,0.03222643308063074,0.4513767106129557,0.3433952034
A5_geom_only,5720.02,0.03539836935164531,0.032557959185168815,0.03266373675680969,0.4474126835890754,0.3400389552
A5_geom_only,5810.02,0.03595533521385946,0.03304935582545381,0.03315571811507174,0.4430262518677822,0.338234812
A5_geom_only,5890.02,0.03645042025446235,0.03348615485211497,0.03359303298780858,0.43919139056573947,0.3365240991
